Unnamed: 0,timestamp,url,title,text,formatted_text,embedding,cluster,x_2d,y_2d,cluster_label
3,2025-06-22 13:08:18,https://www.google.com/search?client=firefox-b-d&q=how+to+add+people+to+a+github+repo,how to add people to a github repo - Google Search,how to add people to a github repo - Google Search,query: how to add people to a github repo - Google Search,"[ 0.00806093  0.00765334 -0.00768723 ... -0.02534454 -0.02723957
  0.00705146]",3,24.583647,2.9445848,App Development Issues
5,2025-06-22 13:02:41,https://github.com/new,New repository,Sign in to GitHub · GitHub Skip to content You signed in with another tab or window. Reload to refresh your session. You signed out in another tab or window. Reload to refresh your session. You switched accounts on another tab or window. Reload to refresh your session. Dismiss alert Sign in to GitHub Username or email address Password Forgot password? Uh oh! There was an error while loading. Please reload this page . Password login alternatives Sign in with a passkey New to GitHub? Create an account Terms Privacy Docs Contact GitHub Support Manage cookies Do not share my personal information You can’t perform that action at this time.,query: Sign in to GitHub · GitHub Skip to content You signed in with another tab or window. Reload to refresh your session. You signed out in another tab or window. Reload to refresh your session. You switched accounts on another tab or window. Reload to refresh your session. Dismiss alert Sign in to GitHub Username or email address Password Forgot password? Uh oh! There was an error while loading. Please reload this page . Password login alternatives Sign in with a passkey New to GitHub? Create an account Terms Privacy Docs Contact GitHub Support Manage cookies Do not share my personal information You can’t perform that action at this time.,"[ 0.01984055  0.03081086  0.01107193 ... -0.03454224 -0.04471375
  0.03997286]",3,24.703377,3.1792638,App Development Issues
6,2025-06-22 13:02:35,https://github.com/,GitHub,"GitHub · Build and ship software on a single, collaborative platform · GitHub Skip to content Navigation Menu Toggle navigation Sign in Product GitHub Copilot Write better code with AI GitHub Models New Manage and compare prompts GitHub Advanced Security Find and fix vulnerabilities Actions Automate any workflow Codespaces Instant dev environments Issues Plan and track work Code Review Manage code changes Discussions Collaborate outside of code Code Search Find more, search less Explore Why GitHub All features Documentation GitHub Skills Blog Solutions By company size Enterprises Small and medium teams Startups Nonprofits By use case DevSecOps DevOps CI/CD View all use cases By industry Healthcare Financial services Manufacturing Government View all industries View all solutions Resources Topics AI DevOps Security Software Development View all Explore Learning Pathways Events & Webinars Ebooks & Whitepapers Customer Stories Partners Executive Insights Open Source GitHub Sponsors Fund open source developers The ReadME Project GitHub community articles Repositories Topics Trending Collections Enterprise Enterprise platform AI-powered developer platform Available add-ons GitHub Advanced Security Enterprise-grade security features Copilot for business Enterprise-grade AI features Premium Support Enterprise-grade 24/7 support Pricing Search or jump to... Search code, repositories, users, issues, pull requests... Search Clear Search syntax tips Provide feedback We read every piece of feedback, and take your input very seriously. Include my email address so I can be contacted Cancel Submit feedback Saved searches Use saved searches to filter your results more quickly Name Query To see all available qualifiers, see our documentation . Cancel Create saved search Sign in Sign up Resetting focus You signed in with another tab or window. Reload to refresh your session. You signed out in another tab or window. Reload to refresh your session. You switched accounts on another tab or window. Reload to refresh your session. Dismiss alert Build and ship software on a single, collaborative platform Join the world’s most widely adopted AI-powered developer platform. Enter your email Sign up for GitHub Try GitHub Copilot GitHub features A demonstration animation of a code editor using GitHub Copilot Chat, where the user requests GitHub Copilot to refactor duplicated logic and extract it into a reusable function for a given code snippet. Code Plan Collaborate Automate Secure Code Build code quickly and more securely with GitHub Copilot embedded throughout your workflows. GitHub is used by Accelerate performance With GitHub Copilot embedded throughout the platform, you can simplify your toolchain, automate tasks, and improve the developer experience. A Copilot chat window with extensions enabled. The user inputs the @ symbol to reveal a list of five Copilot Extensions. @Sentry is selected from the list, which shifts the window to a chat directly with that extension. There are three sample prompts at the bottom of the chat window, allowing the user to Get incident information, Edit status on incident, or List the latest issues. The last one is activated to send the prompt: @Sentry List the latest issues. The extension then lists several new issues and their metadata. Work 55% faster. Jump to footnote 1 Increase productivity with AI-powered coding assistance, including code completion, chat, and more. Explore GitHub Copilot Duolingo boosts developer speed by 25% with GitHub Copilot Read customer story 2024 Gartner® Magic Quadrant™ for AI Code Assistants Read report Automate any workflow Optimize your process with simple and secured CI/CD. A list of workflows displays a heading ‘45,167 workflow runs’ at the top. Below are five rows of completed workflows accompanied by their completion time and their duration formatted in minutes and seconds. Discover GitHub Actions Get up and running in seconds Start building instantly with a comprehensive dev environment in the cloud. A GitHub Codespaces setup for the landing page of a game called OctoInvaders. On the left is a code editor with some HTML and Javascript files open. On the right is a live render of the page. In front of this split editor window is a screenshot of two active GitHub Codespaces environments with their branch names and a button to ‘Create codespace on main.’ Check out GitHub Codespaces Build on the go Manage projects and chat with GitHub Copilot from anywhere. Two smartphone screens side by side. The left screen shows a Notification inbox, listing issues and pull requests from different repositories like TensorFlow and GitHub’s OctoArcade octoinvaders. The right screen shows a new conversation in GitHub Copilot chat. Download GitHub Mobile Integrate the tools you love Sync with 17,000+ integrations and a growing library of Copilot Extensions. A grid of fifty app tiles displays logos for integrations and extensions for companies like Stripe, Slack, and Docker. The tiles ","query: GitHub · Build and ship software on a single, collaborative platform · GitHub Skip to content Navigation Menu Toggle navigation Sign in Product GitHub Copilot Write better code with AI GitHub Models New Manage and compare prompts GitHub Advanced Security Find and fix vulnerabilities Actions Automate any workflow Codespaces Instant dev environments Issues Plan and track work Code Review Manage code changes Discussions Collaborate outside of code Code Search Find more, search less Explore Why GitHub All features Documentation GitHub Skills Blog Solutions By company size Enterprises Small and medium teams Startups Nonprofits By use case DevSecOps DevOps CI/CD View all use cases By industry Healthcare Financial services Manufacturing Government View all industries View all solutions Resources Topics AI DevOps Security Software Development View all Explore Learning Pathways Events & Webinars Ebooks & Whitepapers Customer Stories Partners Executive Insights Open Source GitHub Sponsors Fund open source developers The ReadME Project GitHub community articles Repositories Topics Trending Collections Enterprise Enterprise platform AI-powered developer platform Available add-ons GitHub Advanced Security Enterprise-grade security features Copilot for business Enterprise-grade AI features Premium Support Enterprise-grade 24/7 support Pricing Search or jump to... Search code, repositories, users, issues, pull requests... Search Clear Search syntax tips Provide feedback We read every piece of feedback, and take your input very seriously. Include my email address so I can be contacted Cancel Submit feedback Saved searches Use saved searches to filter your results more quickly Name Query To see all available qualifiers, see our documentation . Cancel Create saved search Sign in Sign up Resetting focus You signed in with another tab or window. Reload to refresh your session. You signed out in another tab or window. Reload to refresh your session. You switched accounts on another tab or window. Reload to refresh your session. Dismiss alert Build and ship software on a single, collaborative platform Join the world’s most widely adopted AI-powered developer platform. Enter your email Sign up for GitHub Try GitHub Copilot GitHub features A demonstration animation of a code editor using GitHub Copilot Chat, where the user requests GitHub Copilot to refactor duplicated logic and extract it into a reusable function for a given code snippet. Code Plan Collaborate Automate Secure Code Build code quickly and more securely with GitHub Copilot embedded throughout your workflows. GitHub is used by Accelerate performance With GitHub Copilot embedded throughout the platform, you can simplify your toolchain, automate tasks, and improve the developer experience. A Copilot chat window with extensions enabled. The user inputs the @ symbol to reveal a list of five Copilot Extensions. @Sentry is selected from the list, which shifts the window to a chat directly with that extension. There are three sample prompts at the bottom of the chat window, allowing the user to Get incident information, Edit status on incident, or List the latest issues. The last one is activated to send the prompt: @Sentry List the latest issues. The extension then lists several new issues and their metadata. Work 55% faster. Jump to footnote 1 Increase productivity with AI-powered coding assistance, including code completion, chat, and more. Explore GitHub Copilot Duolingo boosts developer speed by 25% with GitHub Copilot Read customer story 2024 Gartner® Magic Quadrant™ for AI Code Assistants Read report Automate any workflow Optimize your process with simple and secured CI/CD. A list of workflows displays a heading ‘45,167 workflow runs’ at the top. Below are five rows of completed workflows accompanied by their completion time and their duration formatted in minutes and seconds. Discover GitHub Actions Get up and running in seconds Start building instantly with a comprehensive dev environment in the cloud. A GitHub Codespaces setup for the landing page of a game called OctoInvaders. On the left is a code editor with some HTML and Javascript files open. On the right is a live render of the page. In front of this split editor window is a screenshot of two active GitHub Codespaces environments with their branch names and a button to ‘Create codespace on main.’ Check out GitHub Codespaces Build on the go Manage projects and chat with GitHub Copilot from anywhere. Two smartphone screens side by side. The left screen shows a Notification inbox, listing issues and pull requests from different repositories like TensorFlow and GitHub’s OctoArcade octoinvaders. The right screen shows a new conversation in GitHub Copilot chat. Download GitHub Mobile Integrate the tools you love Sync with 17,000+ integrations and a growing library of Copilot Extensions. A grid of fifty app tiles displays logos for integrations and extensions for companies like Stripe, Slack, and Docker. The tiles ","[-0.00329779  0.00415753  0.00070863 ... -0.01875251 -0.03854353
  0.01710658]",3,24.67112,2.9338026,App Development Issues
7,2025-06-22 10:57:47,https://docs.google.com/presentation/d/1HrhImRRcxaIHz2rEhZchz01XxzyFAEPYjfej9niseck/edit?slide=id.g3626f2e514c_0_804#slide=id.g3626f2e514c_0_804,MCP - Google Slides,"MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","query: MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","[ 0.02989466 -0.01499273 -0.01690306 ... -0.02602248 -0.02887818
  0.01576895]",1,38.729836,10.699384,MCP File Changes
8,2025-06-22 10:57:47,https://docs.google.com/presentation/d/1HrhImRRcxaIHz2rEhZchz01XxzyFAEPYjfej9niseck/edit?slide=id.g3626f2e514c_0_318#slide=id.g3626f2e514c_0_318,MCP - Google Slides,"MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","query: MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","[ 0.02989469 -0.01499277 -0.016903   ... -0.02602252 -0.02887816
  0.01576889]",1,37.910133,10.826893,MCP File Changes
9,2025-06-22 10:57:46,https://docs.google.com/presentation/d/1HrhImRRcxaIHz2rEhZchz01XxzyFAEPYjfej9niseck/edit?slide=id.g3626f2e514c_0_555#slide=id.g3626f2e514c_0_555,MCP - Google Slides,"MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","query: MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","[ 0.02989466 -0.01499273 -0.01690306 ... -0.02602248 -0.02887818
  0.01576895]",1,38.291485,10.762262,MCP File Changes
10,2025-06-22 10:57:28,https://docs.google.com/presentation/d/1HrhImRRcxaIHz2rEhZchz01XxzyFAEPYjfej9niseck/edit?slide=id.g3626f2e514c_0_1072#slide=id.g3626f2e514c_0_1072,MCP - Google Slides,"MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","query: MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","[ 0.02989466 -0.01499273 -0.01690306 ... -0.02602248 -0.02887818
  0.01576895]",1,38.03829,10.747373,MCP File Changes
11,2025-06-22 10:57:27,https://docs.google.com/presentation/d/1HrhImRRcxaIHz2rEhZchz01XxzyFAEPYjfej9niseck/edit?slide=id.g3626f2e514c_0_555#slide=id.g3626f2e514c_0_555,MCP - Google Slides,"MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","query: MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","[ 0.02989466 -0.01499273 -0.01690306 ... -0.02602248 -0.02887818
  0.01576895]",1,37.895294,10.355304,MCP File Changes
12,2025-06-22 10:57:26,https://docs.google.com/presentation/d/1HrhImRRcxaIHz2rEhZchz01XxzyFAEPYjfej9niseck/edit?slide=id.g3626f2e514c_0_1072#slide=id.g3626f2e514c_0_1072,MCP - Google Slides,"MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","query: MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","[ 0.02989467 -0.01499278 -0.01690302 ... -0.02602246 -0.02887822
  0.01576894]",1,38.122776,10.591662,MCP File Changes
13,2025-06-22 10:57:19,https://docs.google.com/presentation/d/1HrhImRRcxaIHz2rEhZchz01XxzyFAEPYjfej9niseck/edit?slide=id.g3626f2e514c_0_20#slide=id.g3626f2e514c_0_20,MCP - Google Slides,"MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","query: MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","[ 0.02989467 -0.01499278 -0.01690302 ... -0.02602246 -0.02887822
  0.01576894]",1,38.44568,10.86188,MCP File Changes
